player_id,name,full_name,height_cm,weight_kg,dob,positions,overall_rating,potential,value,wage,preferred_foot,weak_foot,skill_moves,international_reputation,body_type,specialities,club_id,club_name,club_league_id,club_league_name,club_rating,club_position,club_kit_number,club_joined,club_contract_valid_until,country_name,country_kit_number,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_vision,mentality_penalties,mentality_composure,defending_defensive_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_gk_diving,goalkeeping_gk_handling,goalkeeping_gk_kicking,goalkeeping_gk_positioning,goalkeeping_gk_reflexes,play_styles,mentality_attack_position,yearob,monthob,year_club_joined,month_club_joined,CAM,CB,CDM,CM,LB,LM,LW,RB,RM,RW,ST,CAM.1,CB.1,CDM.1,CM.1,GK,LB.1,LM.1,LW.1,RB.1,RM.1,RW.1,ST.1,#Acrobat,#Clinical finisher,#Complete defender,#Complete forward,#Complete midfielder,#Crosser,#Distance shooter,#Dribbler,#FK Specialist,#Playmaker,#Strength,#Tackling,#Tactician,#Acrobat.1,#Aerial threat,#Clinical finisher.1,#Crosser.1,#Distance shooter.1,#Dribbler.1,#FK Specialist.1,#Playmaker.1,#Speedster,#Strength.1,#Tackling.1,#Tactician.1,Acrobatic,Aerial fortress,Anticipate,Block,Bruiser,Chip shot,Cross claimer,Dead ball,Deflector,Enforcer,Far reach,Far throw,Finesse shot,First touch,Footwork,Gamechanger,Incisive pass,Injury prone,Intercept,Inventive,Jockey,Long ball pass,Long throw,Low driven shot,One club player,Pinged pass,Power shot,Precision header,Press proven,Quick step,Rapid,Relentless,Rush out,Slide tackle,Technical,Tiki taka,Trickster,Whipped pass,Acrobatic.1,Aerial fortress.1,Anticipate.1,Block.1,Bruiser.1,Chip shot.1,Cross claimer.1,Dead ball.1,Deflector.1,Enforcer.1,Far reach.1,Far throw.1,Finesse shot.1,First touch.1,Footwork.1,Gamechanger.1,Incisive pass.1,Injury prone.1,Intercept.1,Inventive.1,Jockey.1,Long ball pass.1,Long throw.1,Low driven shot.1,One club player.1,Pinged pass.1,Power shot.1,Precision header.1,Press proven.1,Quick step.1,Rapid.1,Relentless.1,Rush out.1,Slide tackle.1,Technical.1,Tiki taka.1,Trickster.1,Whipped pass.1,std_name
256790,J. Musiala,Jamal Musiala,184.0,72.0,2003-02-26,"CAM, LM, CM, ST",88,92,133500000.0,110000,Right,4,5,4,Lean (170-185),"#Dribbler, #Acrobat, #Clinical finisher, #Complete forward",21.0,FC Bayern München,19.0,Bundesliga,5.0,SUB,10.0,2020-06-03,2030,Germany,0,70,86,75,87,75,94,75,59,79,85,85,75,94,89,93,80,80,73,61,82,59,65,84,61,83,64,66,61,6,9,8,8,11,"Technical, Precision header, Low driven shot, Gamechanger, Incisive pass, Inventive, Trickster",88,2003.0,2.0,2020.0,6.0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,jamal musiala
256630,F. Wirtz,Florian Wirtz,177.0,71.0,2003-05-03,"CAM, CM",88,92,133500000.0,175000,Right,4,4,4,Normal (170-185),"#Dribbler, #Playmaker, #Crosser, #Acrobat, #Complete midfielder",9.0,Liverpool,13.0,Premier League,5.0,SUB,7.0,2025-06-20,2030,Germany,17,87,82,43,89,81,89,83,74,86,89,82,79,88,87,87,78,65,87,59,83,63,55,90,66,86,64,49,44,14,14,13,6,10,"Finesse shot, Chip shot, Low driven shot, Incisive pass, Inventive, Technical, First touch",84,2003.0,5.0,2025.0,6.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,florian wirtz
232580,Gabriel,Gabriel dos S. Magalhães,190.0,87.0,1997-12-19,CB,88,88,84000000.0,230000,Left,2,2,4,Normal (185+),"#Aerial threat, #Tackling, #Tactician, #Strength, #Complete defender",1.0,Arsenal,13.0,Premier League,5.0,LCB,6.0,2020-09-01,2029,Brazil,0,42,37,90,79,33,64,57,31,76,71,61,67,51,88,37,62,88,71,89,39,86,87,63,51,79,89,88,87,12,8,13,10,7,"Bruiser, Precision header",52,1997.0,12.0,2020.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gabriel dos s magalhaes
200389,J. Oblak,Jan Oblak,188.0,87.0,1993-01-07,GK,88,88,45000000.0,87000,Right,3,1,4,Unique,,240.0,Atlético Madrid,53.0,La Liga,5.0,GK,13.0,2014-07-16,2028,Slovenia,0,13,11,15,43,13,12,13,14,40,30,42,53,64,85,48,59,72,42,78,12,36,24,67,11,68,27,14,18,85,90,79,86,87,"Cross claimer, Far throw, Far reach",11,1993.0,1.0,2014.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,jan oblak
256079,M. Caicedo,Moisés Caicedo,178.0,73.0,2001-11-02,"CDM, CM",87,89,93000000.0,170000,Right,3,3,4,Normal (170-185),"#Tackling, #Tactician",5.0,Chelsea,13.0,Premier League,5.0,RDM,25.0,2023-08-14,2031,Ecuador,0,65,57,70,85,60,79,73,55,84,83,76,66,80,86,79,75,80,90,77,72,86,88,79,55,83,84,87,88,15,6,13,9,13,"Slide tackle, Pinged pass, Tiki taka, Intercept, Anticipate, Press proven, Relentless, One club player, Injury prone",63,2001.0,11.0,2023.0,8.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,moises caicedo
252145,Nuno Mendes,Nuno Alexandre Tavares Mendes,180.0,70.0,2002-06-19,"LB, LM",87,90,100500000.0,120000,Left,4,3,4,Normal (170-185),"#Speedster, #Acrobat",73.0,Paris Saint-Germain,16.0,Ligue 1,5.0,LB,25.0,2021-08-31,2029,Portugal,25,81,74,73,80,56,83,78,72,72,84,94,95,87,83,84,85,87,85,73,73,75,81,72,77,83,79,87,82,7,8,8,12,15,"Quick step, Pinged pass, Whipped pass, Jockey, Anticipate, Rapid",78,2002.0,6.0,2021.0,8.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,nuno alexandre tavares mendes
246191,J. Alvarez,Julián Alvarez,170.0,71.0,2000-01-31,ST,87,90,107000000.0,125000,Right,4,4,4,Normal (170-),"#Dribbler, #Distance shooter, #FK Specialist, #Acrobat, #Clinical finisher, #Complete forward",240.0,Atlético Madrid,53.0,La Liga,5.0,LS,19.0,2024-08-12,2030,Argentina,9,77,88,78,83,84,87,87,88,78,88,86,85,87,88,87,88,86,85,72,86,86,52,84,78,86,60,59,46,6,10,8,15,6,"Press proven, Finesse shot, Dead ball, Injury prone",88,2000.0,1.0,2024.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,julian alvarez
241651,V. Gyökeres,Viktor Gyökeres,189.0,94.0,1998-06-04,ST,87,88,93000000.0,240000,Right,4,3,4,Stocky (185+),"#Strength, #Clinical finisher, #Complete forward",1.0,Arsenal,13.0,Premier League,5.0,ST,14.0,2025-07-26,2030,Sweden,17,72,88,81,78,77,80,72,71,58,83,88,91,79,87,72,88,95,93,91,80,87,28,79,88,85,34,34,16,10,13,11,14,8,"Enforcer, Finesse shot, Power shot, Acrobatic, Low driven shot, Press proven, Quick step, One club player",88,1998.0,6.0,2025.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,viktor gyokeres
234378,D. Rice,Declan Rice,185.0,80.0,1999-01-14,"CDM, CM",87,88,83500000.0,210000,Right,3,3,4,Normal (185+),"#Crosser, #Tackling, #Tactician",1.0,Arsenal,13.0,Premier League,5.0,LCM,41.0,2023-07-15,2028,England,4,88,64,72,87,50,82,86,75,86,84,71,73,63,88,65,87,81,93,79,83,85,86,80,71,86,81,86,85,8,11,14,5,9,"Relentless, Dead ball, Whipped pass, Block, Intercept, Aerial fortress, Press proven, One club player",77,1999.0,1.0,2023.0,7.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,declan rice
224232,N. Barella,Nicolò Barella,175.0,68.0,1997-02-07,CM,87,87,79500000.0,69000,Right,4,3,4,Normal (170-),"#Tactician, #Acrobat",44.0,Inter,31.0,Serie A,5.0,RCM,23.0,2020-09-01,2029,Italy,18,81,77,60,89,80,84,82,67,87,87,85,78,91,91,88,80,76,89,66,79,89,86,85,73,88,80,85,80,11,5,13,14,11,"Relentless, Incisive pass, Pinged pass, Long ball pass, Jockey, Intercept, Press proven",84,1997.0,2.0,2020.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,nicolo barella
220901,David Raya,David Raya Martin,183.0,75.0,1995-09-15,GK,87,87,54500000.0,145000,Right,3,1,4,Normal (170-185),,1.0,Arsenal,13.0,Premier League,5.0,GK,1.0,2024-07-04,2028,Spain,1,12,19,20,62,20,19,18,15,67,43,64,59,68,84,45,65,64,31,38,14,29,11,68,26,68,28,14,13,86,84,87,85,87,"Cross claimer, Footwork, One club player",15,1995.0,9.0,2024.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,david raya martin
